,AAPL,AMZN,AVGO,COST,GOOGL,META,MSFT,NVDA,PEP,TSLA
2022-09-15,12.193077628068108,,0.3491804472586882,2.1780647298188223,2.989498758316041,,2.337816138889478,,2.908895705626893,0.8914402173913046
2022-09-16,12.059440712916267,,0.3508281202277423,2.1808335971773563,2.9863033332824718,,2.3317187267801027,,2.9280090710064326,0.8902663222603179
2022-09-19,12.361928023691263,,0.35036724671973013,2.1913452064924943,2.9941465072631845,,2.3296223681905985,,2.9588732796746346,0.9070532823645553
2022-09-20,12.555584164116338,,0.3442373718130351,2.16084784258323,2.9380809574127205,,2.309900864310886,,2.962205098126387,0.9060554670250937
2022-09-21,12.30111049541965,,0.33943601009465085,2.132946412393853,2.8840483932495125,,2.2765552686608346,,2.953788451461106,0.8827825728706694
2022-09-22,12.222688089205535,,0.3362468151730786,2.107423887652755,2.909030908584596,,2.295895236471424,,2.9565935048971106,0.8469489022959836
2022-09-23,12.037833146222944,,0.32995993287734476,2.017575698960062,2.8683613758087168,,2.266741910188094,,2.9551906809076547,0.8080336562446928
2022-09-26,12.065041249192618,,0.3254401328433009,2.0777050696067194,2.851803365707398,,2.262264235123343,,2.9539623552614516,0.8100293764860735
2022-09-27,12.144266924520187,,0.327193080482283,2.0690535648239217,2.832340038299561,,2.252355791174846,,2.9111754804044168,0.8303673984693447
2022-09-28,11.990620290200551,,0.32804494592363975,2.112268647653685,2.9064170379638683,,2.2967533940854272,,2.9578215332718596,0.8446597754436993
2022-09-29,11.401652699067533,,0.31690033303416276,2.071995090229646,2.8300160522460946,,2.26274070739746,,2.9216965116896083,0.787138018400773
2022-09-30,11.059157123715869,,0.3125917325326196,2.042968695716835,2.7785982513427743,,2.218914512965989,,2.862950321575544,0.778451086956522
2022-10-03,0.31369554733877025,,0.32158205930594774,2.066587572475543,12.0397341511831,,2.408335138663927,,2.862950321575544,0.5172119357677474
2022-10-04,5.80287719139684,,0.33783088233994735,2.102924994929118,12.0397341511831,,2.408335138663927,,2.664769668401261,1.386948211773021
2022-10-05,5.814792427649845,,0.3413086779879685,2.0777918809153624,12.0397341511831,,2.408335138663927,,2.647069458861452,1.338963246560311
2022-10-06,5.776265100332387,,0.3375773637470594,2.0871786637027956,12.0397341511831,,2.408335138663927,,2.596041635366587,1.3240618233208177
2022-10-07,5.56416822580189,,0.3241869571940229,2.0251459206652043,12.0397341511831,,2.408335138663927,,2.5770649801045313,1.2403245058145602
2022-10-10,5.577275848388653,,0.3081493902310148,2.0171864260284478,12.0397341511831,,2.408335138663927,,2.5804139606324674,1.2397128751686022
2022-10-11,5.520080742469181,,0.3032634751995922,2.0418872748434516,12.0397341511831,,2.408335138663927,,2.5926929251575253,1.2037936373873868
2022-10-12,5.494661653958816,,0.30312964859179425,2.017489438834331,12.0397341511831,,2.408335138663927,,2.7011272866131275,1.2079082512640733
2022-10-13,5.679353361863337,,0.3083394443679445,2.024454048314891,12.0397341511831,,2.408335138663927,,2.784366036795237,1.2328181374180418
2022-10-14,5.496250269963172,,0.30068673347995106,1.9667474021580187,12.0397341511831,,2.408335138663927,,2.713884174907125,1.1397952163541634
2022-10-17,5.656316581139178,,0.306509010727278,2.0079293090210677,12.0397341511831,,2.408335138663927,,2.754387673686991,1.2196403774055269
2022-10-18,5.7095395308274295,,0.306128874184173,2.047294517006098,,,,,2.791541651301174,1.2243109651513997
2022-10-19,5.713908532949575,,0.30645973743251836,2.0393350223693414,,,,,2.764433804314176,1.2345973725791444
2022-10-20,5.695240138127234,,0.3029396227241099,2.0098758114748674,,,,,2.7341356539781843,1.1525281463657409
2022-10-21,5.849347598736083,,0.31661874308057697,2.0685342127250705,,,,,2.759649971203927,1.19233954060185
2022-10-24,5.935934565617468,,0.3213990159418811,2.1498168811692406,,,,,2.8333210551655386,1.174602336711711
2022-10-25,6.050721007127008,,0.3238982999290832,2.1588580722708373,,,,,2.8427295035693483,1.2367102938729357
2022-10-26,5.931963025606576,,0.3246798032186002,2.160545105368803,,,,,2.855486932501093,1.2490540506603476
2022-10-27,5.7512428577129455,,0.3206105301487464,2.151834486218691,,,,,2.8524566579254085,1.2515561451783044
2022-10-28,6.18576322702259,,0.33293086095506236,2.213935713733101,,,,,2.905875992497087,1.270627839071256
2022-10-31,6.090440104557897,,0.3309737245564426,2.1733292418302006,,,,,2.8955108855987772,1.265178735191757
2022-11-01,5.983596743070142,,0.32941077451589934,2.1666556569271878,,,,,2.8824350210336545,1.266735682616362
2022-11-02,5.760378940288818,,0.42894605126711405,2.0953668992480403,,,,,2.842251039162661,1.195342037054869
2022-11-03,5.516110434898944,,0.4177434184763691,2.1074145175432513,,,,,2.834915395883414,1.1971769289927432
2022-11-04,5.505367249708891,,0.4376654672150565,2.1079345586207423,,,,,2.850861776569785,1.1535846070126363
2022-11-07,5.526851771428016,,0.4469963300346148,2.1172086245026667,,,,,2.873665336128716,1.0958136363072433
2022-11-08,5.549926757812481,,0.4534770852268332,2.1354536056649054,,,,,2.881638120993591,1.063675411112673
2022-11-09,5.365724328848014,,0.44158776915899595,2.123362443919645,,,,,2.8471940900895985,0.9874443771602867
2022-11-10,5.8431367140549675,,0.47648443089853415,2.2237296828967885,,,,,2.897425283863273,1.0604504572378617
2022-11-11,5.95572756253754,,0.4873201351354618,2.2338703461121368,,,,,2.8392210349058504,1.0896417579135373
2022-11-14,5.899233099130464,,0.4827394013357635,2.208778708612511,,,,,2.8181715745192313,1.0617292904639024
2022-11-15,5.969253598726692,,0.4932743487971844,2.281540778215488,,,,,2.8255074881173523,1.0810233569359988
2022-11-16,5.919524002075176,,0.48133789666808474,2.2713137170786806,,,,,2.8436861620638485,1.0393214988278907
2022-11-17,5.996308752206636,,0.4816953451326578,2.259222693129148,,,,,2.8707948200074673,1.0184705697738368
2022-11-18,6.0189844278188644,,0.48456422409208694,2.2694066242030906,,,,,2.8915247634852137,1.0019010552414898
2022-11-21,5.8884905301607375,,0.48670880157168545,2.2681065215093628,,,,,2.9471772022736387,0.9333987622647667
2022-11-22,5.974824230487509,,0.4985699795260288,2.3052893207542486,,,,,2.9474959082258896,0.9447417151820549
2022-11-23,6.010231634286713,,0.5019466664531443,2.3162971324859334,,,,,2.9513228125227644,1.0186373704188574
2022-11-25,5.892470697256215,,0.49843827804716506,2.312699010436265,,,,,2.9358554368808285,1.0167469065468584
2022-11-28,5.737709426879863,,0.49119560317237776,2.300825565941253,,,,,2.93234696821733,1.0170805078368998
2022-11-29,5.616366401085468,,0.4904242411698445,2.292332112858477,,,,,2.9116167544207103,1.0054596104063425
2022-11-30,5.889288535484881,,0.518303899481745,4.583239550230399,,,,,2.9581799913953244,1.0825802195179564
2022-12-01,5.900427950345533,,0.5180405342932974,4.282449613031107,,,,,2.9828898396525356,1.0825802195179564
2022-12-02,5.8805357419527295,,0.5086814200524057,4.203151106193344,,,,,2.979520314890189,1.0834698795198314
2022-12-05,5.833589612520638,,0.4991248857856977,4.153260241497996,,,,,2.9382829003678625,1.0144671846080466
2022-12-06,5.68559197645919,,0.49459109920086247,4.0895150822123645,,,,,2.9143753585281913,0.9998437907244703
2022-12-07,5.607216145442063,,0.4877058350213684,4.096399665352664,,,,,2.9232001884833925,0.9677054806872527
2022-12-08,5.675246253380389,,0.4995386860158184,4.091725445529519,,,,,2.9488734532069505,0.9643693829441925
2022-12-09,5.655753355759822,,0.5123686837677909,4.105323814693548,,,,,2.9379625725023684,0.9955623762027632
2022-12-12,5.748451379629262,,0.523571241019976,4.144930639081888,,,,,2.95192237978493,0.9331208177514974
2022-12-13,5.787439639751708,,0.5371255024824992,4.149350825218994,,,,,2.9503172263121002,0.8949218580314701
2022-12-14,5.697526315542348,,0.5403235784851678,4.109574014459888,,,,,2.9421341333633824,0.8718468638153759
2022-12-15,5.430572275015005,,0.5248599666179996,3.942903323794508,,,,,2.8922321879780384,0.8766842522062692
2022-12-16,5.351400903555045,,0.522894037832128,3.9219941894445554,,,,,2.893676231402062,0.8353159953882023
2022-12-19,5.266263903104324,,0.5213007029920521,3.8980263814152343,,,,,2.9097220894340046,0.8333143028053074
2022-12-20,5.263479203444243,,0.5159797668457031,3.891141798274934,,,,,2.9079569071878653,0.7662021566081687
2022-12-21,5.388799931452806,,0.5323027809067528,3.9271783683799972,,,,,2.928334625173005,0.7649233233821281
2022-12-22,5.260693271343507,,0.5245822491032063,3.8987063268982958,,,,,2.9057105573463007,0.6969770466959151
2022-12-23,5.245973000159613,,0.523956298828125,3.9321936419390817,,,,,2.9244842031341065,0.6847445186193996
2022-12-27,5.17316841712363,,0.5250091930427173,3.896921334880958,,,,,2.937480864269195,0.6066230207950142
2022-12-28,5.014427903982292,,0.5168049123027537,3.8500904951079904,,,,,2.9163005695476407,0.6266955185580895
2022-12-29,5.156459294832652,,0.5290590418447362,3.880178082733468,,,,,2.919991233132103,0.6773493789337773
2022-12-30,5.169189482468808,,0.5303109801641785,3.8799226978044166,,,,,2.898810668091675,0.6849113192644202
2023-01-03,5.169189482468808,,0.5249521991994122,3.8525554326083893,,,14.361786850899325,,2.246769519160977,2.3845587898703187
2023-01-04,5.169189482468808,,0.5313637988402111,3.8804331974139172,,,13.733557607026379,,2.241259492558541,2.506764692418716
2023-01-05,5.169189482468808,,0.526412812790068,3.8262926734494345,,,13.326524195649698,,2.2178412993177234,2.4339705074534703
2023-01-06,5.169189482468808,,0.5581008231285776,4.104049322285711,,,13.483581038333911,,2.267933869533401,2.493970534380745
2023-01-09,5.169189482468808,,0.5471556257493425,4.069031859659433,,,13.61486446483253,,2.245767811219469,2.641985220067642
2023-01-10,5.169189482468808,,0.5452966973333075,4.091555188910151,,,13.71856877194392,,2.2272338935797156,2.6216911428114957
2023-01-11,5.169189482468808,,0.5483412034440749,4.116288070732218,,,14.133393492933882,,2.229738163433486,2.7180882622213933
2023-01-12,5.169189482468808,,0.5519452992052135,4.1003098923774735,,,14.297644114815068,,2.2013105865862723,2.725588181439569
2023-01-13,5.169189482468808,,0.5491568688118812,4.124277700406795,,,14.340806789996913,,2.194548214082237,2.7000000336590944
2023-01-17,5.169189482468808,,0.5493845042615834,4.137196124087761,,,14.407946543843224,,2.2048171973056925,2.9005148270550904
2023-01-18,,,0.544689707236715,4.075151909504192,,,14.135791107143524,,2.149214811462292,2.840735267190373
2023-01-19,,,0.5341901495905206,3.990328440243649,,,13.903200987743157,,2.1242938453344986,2.8052205478443826
2023-01-20,,,0.5413604962943804,4.0805912031200835,,,14.400152424525789,,2.1274247100884964,2.943088194903206
2023-01-23,,,0.5516512275922416,4.186832144351262,,,14.541622901711229,,2.117907007821172,3.170955882352942
2023-01-24,,,0.5548760442450495,4.1825824850821265,,,14.509254173313023,,2.137568374331906,3.174044104183422
2023-01-25,,,0.555492627738726,4.172128188155753,,,14.423531036205892,,2.153096746197707,3.185955720789293
2023-01-26,,,0.5677276837943804,4.23519313170972,,,14.86652959729524,,2.1316821798146197,3.535367741304286
2023-01-27,,,0.5605288590535079,4.277604325842788,,,14.876121927269907,,2.1241683153797393,3.9242645712459803
2023-01-30,,,0.5581005796553596,4.277519197533104,,,14.549418894164766,,2.122415537456814,3.67632361019359
2023-01-31,,,0.5615176473345076,4.344324111492514,,,14.855139056663344,,2.141701158002126,3.8210294386919816
2023-02-01,,,0.9104446347709221,4.401864362872304,,,15.151268762323356,,2.148463319531447,4.001691257252414
2023-02-02,,,0.9150062461894356,4.456524034401558,,,15.861628468261172,,2.1285519479847634,4.153014800127816
2023-02-03,,,0.902695784064934,4.383048033697563,,,15.486967531554903,,2.117907007821172,4.1907351998721865
2023-02-06,,,0.9082543852016836,4.389773710659787,,,15.392251468025517,,2.1517190813160623,4.2961763494155
2023-02-07,,,0.9281171872985697,4.397777663510278,,,16.039066904863436,,2.148463319531447,4.341397004968981
2023-02-08,,,0.908873631605861,4.289478238676365,,,15.989314536877279,,2.143453724950337,4.440220440135284
2023-02-09,,,0.905399535970497,4.262403382467887,,,15.802881300716658,,2.163741686361299,4.573235455681297
2023-02-10,,,0.8960950805530148,4.256954359902317,,,15.771708569719118,,2.206570186203332,4.343161751242246
2023-02-13,,,0.907982446105687,4.311955625664714,,,16.264465118202928,,2.2262319746634938,4.293529398301069
2023-02-14,,,0.9097799148085555,4.284455127907817,,,16.31542003956611,,2.2011859005303687,4.615808823529413
2023-02-15,,,0.9179065088286021,4.3530785447112335,,,16.18501043105874,,2.2041908133801793,4.725882474113914
2023-02-16,,,0.9071062981578242,4.2919475001544,,,15.75412169486418,,2.197929505821612,4.456764557782343
2023-02-17,,,0.8996293865478329,4.3207254630537575,,,15.508330648790027,,2.2075725270689817,4.595073475557216
2023-02-21,,,0.8784071897220096,4.271854246334401,,,15.184414842203594,,2.2063195482432407,4.353749892290902
2023-02-22,,,0.8702958738551112,4.23481829689851,,,15.114702335922173,,2.2055686892365376,4.430735307581286
2023-02-23,,,0.8818208945472915,4.198633090062253,,,15.310614577323333,,2.207947851084976,4.457426632151885
2023-02-24,,,0.8726824537073252,4.16006429055485,,,14.977083026560969,,2.2035652733535214,4.342941284179688
2023-02-27,,,0.8843131583171491,4.146611585387391,,,15.03357493823954,,2.202938678453294,4.580073637120865
2023-02-28,,,0.8976658431172388,4.122347314641488,,,14.989102940922896,,2.17313364769915,4.537720736335307
2023-03-01,,,0.8965783874842983,4.075434049044858,,,14.799800996823162,,2.145582881762827,4.472867741304286
2023-03-02,,,0.9042516293772653,4.135203040646752,,,15.090663443766369,,2.1851718648732135,4.211029277128333
2023-03-03,,,0.9557741933592145,4.046400971465051,,,15.341863170332973,,2.183027939830752,4.363014557782343
2023-03-06,,,0.9560158167497518,4.112981038587455,,,15.436817122147222,,2.18744110889572,4.275220534380746
2023-03-07,,,0.9442793680720754,4.1306055714266225,,,15.273355090564678,,2.1765982744505075,4.140661912805895
2023-03-08,,,0.9550190676323527,4.138183071982889,,,15.246312624670466,,2.182523499289862,4.014705882352942
2023-03-09,,,0.9403069279531165,4.082671306610991,,,15.163381396922297,,2.166007765763097,3.8144117243149713
2023-03-10,,,0.928691260895604,4.011323783897693,,,14.939223199681852,,2.168907191255967,3.8258824067957273
2023-03-13,,,0.9311683668127319,4.0186450887791025,,,15.259533219273317,,2.190088208630788,3.8488234351663038
2023-03-14,,,0.9553210216827627,4.103105073669726,,,15.672392083924983,,2.1878189646082813,4.042499878827265
2023-03-15,,,0.9456238455491197,4.134948466463507,,,15.951838702898925,,2.2269028742536365,3.9805146385641668
2023-03-16,,,0.9614234408612963,4.148570347255925,,,16.598469635830867,,2.22538976360568,4.061691284179688
2023-03-17,,,0.9530705016038606,4.146782382503964,,,16.79257711059844,,2.2079915228507496,3.9734559900620416
2023-03-20,,,0.9723140572965695,4.165854096607757,,,16.359890163746652,,2.239006282614289,4.0422794117647065
2023-03-21,,,0.9687236311565257,4.179136274907245,,,16.453037475791213,,2.244301536957994,4.358382393332089
2023-03-22,,,0.9598541219020941,4.150783953556306,,,16.36349407760552,,2.22538976360568,4.216543983010686
2023-03-23,,,0.9724964928812095,4.152827032988716,,,16.686209203951027,,2.2145473511098954,4.240147085750805
2023-03-24,,,0.9678411674366922,4.216767582013718,,,16.86108893663894,,2.2579178449918893,4.20022066901712
2023-03-27,,,0.9536469812092648,4.199313846291122,,,16.60928512367967,,2.2629611955272204,4.231102887321922
2023-03-28,,,0.9503913511338788,4.144398249335612,,,16.540177640358966,,2.2622042182538147,4.173308877383962
2023-03-29,,,0.9516084304677423,4.179305991029408,,,16.857483149643972,,2.277837866501842,4.276764813591453
2023-03-30,,,0.9641595535794332,4.1845001691631305,,,17.070218962938796,,2.2798552067159745,4.307647031896256
2023-03-31,,,0.9760108891567676,4.230390814049146,,,17.325628562893037,,2.2983884914315857,4.576323677511778
2023-04-03,,,0.9774258626790471,4.2317528670040865,4.988890013054227,1.3726284303096346,1.6772444631539143,,0.3576477150494472,6.362260592523772
2023-04-04,9.870282181170802,0.49499998546782015,0.9651635808721508,4.237712659427759,3.5203467655791827,1.4813296720125921,2.4279586561844577,,1.6728239289462463,1.6012749597925833
